##mmu	Mus musculus (mouse)
##Method: ID mapping (ensembl_gene_id)
##Summary:	285 succeed, 27 fail

#Query	Gene ID|Gene name|Hyperlink
                    	protein-containing complex	Gene Ontology	GO:0032991
                    	intracellular signal transduction	Gene Ontology	GO:0035556
                    	positive regulation of mast cell degranulation	Gene Ontology	GO:0043306
                    	phosphatidylinositol-3,4-bisphosphate binding	Gene Ontology	GO:0043325
                    	phosphatidylinositol-mediated signaling	Gene Ontology	GO:0048015
////
Query:              	ENSMUSG00000055053
Gene:               	mmu:18029	Nfic, 1110019L22Rik, 1500041O16Rik, AA589446, AI746521, NF1-C
Entrez Gene ID:      	18029
GO:                 	negative regulation of transcription by RNA polymerase II	Gene Ontology	GO:0000122
                    	RNA polymerase II cis-regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000978
                    	DNA-binding transcription factor activity, RNA polymerase II-specific	Gene Ontology	GO:0000981
                    	cis-regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000987
                    	DNA-binding transcription activator activity, RNA polymerase II-specific	Gene Ontology	GO:0001228
                    	fibrillar center	Gene Ontology	GO:0001650
                    	DNA binding	Gene Ontology	GO:0003677
                    	double-stranded DNA binding	Gene Ontology	GO:0003690
                    	DNA-binding transcription factor activity	Gene Ontology	GO:0003700
                    	intracellular anatomical structure	Gene Ontology	GO:0005622
                    	nucleus	Gene Ontology	GO:0005634
                    	nucleoplasm	Gene Ontology	GO:0005654
                    	DNA replication	Gene Ontology	GO:0006260
                    	regulation of transcription, DNA-templated	Gene Ontology	GO:0006355
                    	odontogenesis of dentin-containing tooth	Gene Ontology	GO:0042475
                    	negative regulation of transcription, DNA-templated	Gene Ontology	GO:0045892
                    	positive regulation of transcription by RNA polymerase II	Gene Ontology	GO:0045944
                    	sequence-specific double-stranded DNA binding	Gene Ontology	GO:1990837
GOslim:             	DNA binding	Gene Ontology Slim	GO:0003677
                    	DNA-binding transcription factor activity	Gene Ontology Slim	GO:0003700
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nucleoplasm	Gene Ontology Slim	GO:0005654
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000050064
Gene:               	mmu:242109	Zfp697, 9430053K19, AI467503, Znf697
Entrez Gene ID:      	242109
GO:                 	transcription regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000976
                    	nucleic acid binding	Gene Ontology	GO:0003676
                    	DNA binding	Gene Ontology	GO:0003677
                    	DNA-binding transcription factor activity	Gene Ontology	GO:0003700
                    	nucleus	Gene Ontology	GO:0005634
                    	nucleoplasm	Gene Ontology	GO:0005654
                    	positive regulation of transcription by RNA polymerase II	Gene Ontology	GO:0045944
                    	metal ion binding	Gene Ontology	GO:0046872
GOslim:             	DNA binding	Gene Ontology Slim	GO:0003677
                    	DNA-binding transcription factor activity	Gene Ontology Slim	GO:0003700
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nucleoplasm	Gene Ontology Slim	GO:0005654
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000097253
////
Query:              	ENSMUSG00000033233
Gene:               	mmu:229644	Trim45, 4921530N01Rik
Entrez Gene ID:      	229644
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nucleoplasm	Gene Ontology Slim	GO:0005654
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000023092
Gene:               	mmu:14199	Fhl1, FHL-1, KyoT, RAM14-1, SLIM, SLIM-1
Entrez Gene ID:      	14199
Pathway:            	Jak-STAT signaling pathway	KEGG PATHWAY	mmu04630
GO:                 	regulation of membrane depolarization	Gene Ontology	GO:0003254
                    	protein binding	Gene Ontology	GO:0005515
                    	nucleus	Gene Ontology	GO:0005634
                    	cytoplasm	Gene Ontology	GO:0005737
                    	cytosol	Gene Ontology	GO:0005829
                    	plasma membrane	Gene Ontology	GO:0005886
                    	multicellular organism development	Gene Ontology	GO:0007275
                    	negative regulation of G2/M transition of mitotic cell cycle	Gene Ontology	GO:0010972
                    	cell differentiation	Gene Ontology	GO:0030154
                    	negative regulation of cell growth	Gene Ontology	GO:0030308
                    	positive regulation of potassium ion transport	Gene Ontology	GO:0043268
                    	ion channel binding	Gene Ontology	GO:0044325
                    	metal ion binding	Gene Ontology	GO:0046872
                    	regulation of potassium ion transmembrane transporter activity	Gene Ontology	GO:1901016
                    	negative regulation of G1/S transition of mitotic cell cycle	Gene Ontology	GO:2000134
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	plasma membrane	Gene Ontology Slim	GO:0005886
                    	cell differentiation	Gene Ontology Slim	GO:0030154
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000038578
Gene:               	mmu:634731	Susd1, A530080P10, Gm12528
Entrez Gene ID:      	634731
GO:                 	molecular_function	Gene Ontology	GO:0003674
                    	cellular_component	Gene Ontology	GO:0005575
                    	biological_process	Gene Ontology	GO:0008150
////
Query:              	ENSMUSG00000108049
////
Query:              	ENSMUSG00000030711
Gene:               	mmu:20887	Sult1a1, AI266890, PST, ST1A1, ST1A4, Stp, Stp1, mSTp1
Entrez Gene ID:      	20887
Pathway:            	Chemical carcinogenesis	KEGG PATHWAY	mmu05204
GO:                 	nucleotide binding	Gene Ontology	GO:0000166
                    	aryl sulfotransferase activity	Gene Ontology	GO:0004062
                    	cytoplasm	Gene Ontology	GO:0005737
                    	cytosol	Gene Ontology	GO:0005829
                    	catecholamine metabolic process	Gene Ontology	GO:0006584
                    	lipid metabolic process	Gene Ontology	GO:0006629
                    	xenobiotic metabolic process	Gene Ontology	GO:0006805
                    	sulfotransferase activity	Gene Ontology	GO:0008146
                    	steroid metabolic process	Gene Ontology	GO:0008202
                    	estrogen metabolic process	Gene Ontology	GO:0008210
                    	transferase activity	Gene Ontology	GO:0016740
                    	tyrosine-ester sulfotransferase activity	Gene Ontology	GO:0017067
                    	drug metabolic process	Gene Ontology	GO:0017144
                    	4-nitrophenol metabolic process	Gene Ontology	GO:0018960
                    	identical protein binding	Gene Ontology	GO:0042802
                    	3'-phosphoadenosine 5'-phosphosulfate binding	Gene Ontology	GO:0050656
                    	response to glucocorticoid	Gene Ontology	GO:0051384
                    	sulfation	Gene Ontology	GO:0051923
////
Query:              	ENSMUSG00000023764
Gene:               	mmu:78887	Sfi1
Entrez Gene ID:      	78887
Pathway:            	Centrosome maturation	Reactome	R-MMU-380287
                    	AURKA Activation by TPX2	Reactome	R-MMU-8854518
                    	Regulation of PLK1 Activity at G2/M Transition	Reactome	R-MMU-2565942
                    	Recruitment of mitotic centrosome proteins and complexes	Reactome	R-MMU-380270
                    	Organelle biogenesis and maintenance	Reactome	R-MMU-1852241
                    	Mitotic Prometaphase	Reactome	R-MMU-68877
                    	Loss of Nlp from mitotic centrosomes	Reactome	R-MMU-380259
                    	Cell Cycle	Reactome	R-MMU-1640170
                    	Mitotic G2-G2/M phases	Reactome	R-MMU-453274
                    	Cilium Assembly	Reactome	R-MMU-5617833
                    	M Phase	Reactome	R-MMU-68886
                    	Anchoring of the basal body to the plasma membrane	Reactome	R-MMU-5620912
                    	Cell Cycle, Mitotic	Reactome	R-MMU-69278
                    	G2/M Transition	Reactome	R-MMU-69275
                    	Recruitment of NuMA to mitotic centrosomes	Reactome	R-MMU-380320
                    	Loss of proteins required for interphase microtubule organization from the centrosome	Reactome	R-MMU-380284
GO:                 	cytoplasm	Gene Ontology	GO:0005737
                    	centrosome	Gene Ontology	GO:0005813
                    	cytoskeleton	Gene Ontology	GO:0005856
                    	negative regulation of phosphatase activity	Gene Ontology	GO:0010923
                    	phosphatase binding	Gene Ontology	GO:0019902
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytoskeleton	Gene Ontology Slim	GO:0005856
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000057778
Gene:               	mmu:192986	Cyb5d2, 9330151E16Rik, Gm2
Entrez Gene ID:      	192986
GO:                 	extracellular region	Gene Ontology	GO:0005576
                    	nervous system development	Gene Ontology	GO:0007399
                    	endomembrane system	Gene Ontology	GO:0012505
                    	membrane	Gene Ontology	GO:0016020
                    	heme binding	Gene Ontology	GO:0020037
                    	positive regulation of neuron differentiation	Gene Ontology	GO:0045666
GOslim:             	extracellular region	Gene Ontology Slim	GO:0005576
////
Query:              	ENSMUSG00000024778
Gene:               	mmu:14102	Fas, AI196731, APO1, APT1, CD95, TNFR6, Tnfrsf6, lpr
Entrez Gene ID:      	14102
Pathway:            	Cytokine-cytokine receptor interaction	KEGG PATHWAY	mmu04060
                    	Herpes simplex virus 1 infection	KEGG PATHWAY	mmu05168
                    	Human papillomavirus infection	KEGG PATHWAY	mmu05165
                    	Non-alcoholic fatty liver disease (NAFLD)	KEGG PATHWAY	mmu04932
                    	Alzheimer disease	KEGG PATHWAY	mmu05010
                    	FasL/ CD95L signaling	Reactome	R-MMU-75157
                    	Type I diabetes mellitus	KEGG PATHWAY	mmu04940
                    	Human cytomegalovirus infection	KEGG PATHWAY	mmu05163
                    	Kaposi sarcoma-associated herpesvirus infection	KEGG PATHWAY	mmu05167
                    	Epstein-Barr virus infection	KEGG PATHWAY	mmu05169
                    	Human immunodeficiency virus 1 infection	KEGG PATHWAY	mmu05170
                    	Autoimmune thyroid disease	KEGG PATHWAY	mmu05320
                    	Allograft rejection	KEGG PATHWAY	mmu05330
                    	Graft-versus-host disease	KEGG PATHWAY	mmu05332
                    	Proteoglycans in cancer	KEGG PATHWAY	mmu05205
                    	Necroptosis	KEGG PATHWAY	mmu04217
                    	Apoptosis signaling pathway	PANTHER	P00006
                    	Natural killer cell mediated cytotoxicity	KEGG PATHWAY	mmu04650
                    	African trypanosomiasis	KEGG PATHWAY	mmu05143
                    	p53 pathway	PANTHER	P00059
                    	MAPK signaling pathway	KEGG PATHWAY	mmu04010
                    	FAS signaling pathway	PANTHER	P00020
                    	Pathways in cancer	KEGG PATHWAY	mmu05200
                    	RIPK1-mediated regulated necrosis	Reactome	R-MMU-5213460
                    	Measles	KEGG PATHWAY	mmu05162
                    	Platinum drug resistance	KEGG PATHWAY	mmu01524
                    	Influenza A	KEGG PATHWAY	mmu05164
                    	Hepatitis C	KEGG PATHWAY	mmu05160
                    	Hepatitis B	KEGG PATHWAY	mmu05161
                    	Apoptosis	KEGG PATHWAY	mmu04210
                    	TNF signaling pathway	KEGG PATHWAY	mmu04668
                    	Chagas disease (American trypanosomiasis)	KEGG PATHWAY	mmu05142
                    	Regulated Necrosis	Reactome	R-MMU-5218859
                    	Death Receptor Signalling	Reactome	R-MMU-73887
                    	p53 signaling pathway	KEGG PATHWAY	mmu04115
                    	Regulation of necroptotic cell death	Reactome	R-MMU-5675482
                    	Caspase activation via extrinsic apoptotic signalling pathway	Reactome	R-MMU-5357769
                    	Signal Transduction	Reactome	R-MMU-162582
                    	Caspase activation via Death Receptors in the presence of ligand	Reactome	R-MMU-140534
                    	Dimerization of procaspase-8	Reactome	R-MMU-69416
                    	Regulation by c-FLIP	Reactome	R-MMU-3371378
                    	Programmed Cell Death	Reactome	R-MMU-5357801
                    	Apoptosis	Reactome	R-MMU-109581
                    	CASP8 activity is inhibited	Reactome	R-MMU-5218900
GO:                 	positive regulation of protein phosphorylation	Gene Ontology	GO:0001934
                    	protease binding	Gene Ontology	GO:0002020
                    	immunoglobulin production	Gene Ontology	GO:0002377
                    	transmembrane signaling receptor activity	Gene Ontology	GO:0004888
                    	tumor necrosis factor-activated receptor activity	Gene Ontology	GO:0005031
                    	protein binding	Gene Ontology	GO:0005515
                    	calmodulin binding	Gene Ontology	GO:0005516
                    	extracellular region	Gene Ontology	GO:0005576
                    	extracellular space	Gene Ontology	GO:0005615
                    	cytoplasm	Gene Ontology	GO:0005737
                    	cytosol	Gene Ontology	GO:0005829
                    	plasma membrane	Gene Ontology	GO:0005886
                    	apoptotic process	Gene Ontology	GO:0006915
                    	activation-induced cell death of T cells	Gene Ontology	GO:0006924
                    	inflammatory cell apoptotic process	Gene Ontology	GO:0006925
                    	immune response	Gene Ontology	GO:0006955
                    	signal transduction	Gene Ontology	GO:0007165
                    	circadian rhythm	Gene Ontology	GO:0007623
                    	extrinsic apoptotic signaling pathway via death domain receptors	Gene Ontology	GO:0008625
                    	response to toxic substance	Gene Ontology	GO:0009636
                    	external side of plasma membrane	Gene Ontology	GO:0009897
                    	cell surface	Gene Ontology	GO:0009986
                    	gene expression	Gene Ontology	GO:0010467
                    	regulation of gene expression	Gene Ontology	GO:0010468
                    	negative regulation of Schwann cell proliferation	Gene Ontology	GO:0010626
                    	positive regulation of cell death	Gene Ontology	GO:0010942
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
                    	apical plasma membrane	Gene Ontology	GO:0016324
                    	nuclear body	Gene Ontology	GO:0016604
                    	B cell mediated immunity	Gene Ontology	GO:0019724
                    	kinase binding	Gene Ontology	GO:0019900
                    	secretory granule	Gene Ontology	GO:0030141
                    	dendrite regeneration	Gene Ontology	GO:0031104
                    	death-inducing signaling complex	Gene Ontology	GO:0031264
                    	CD95 death-inducing signaling complex	Gene Ontology	GO:0031265
                    	positive regulation of protein-containing complex assembly	Gene Ontology	GO:0031334
                    	regulation of stress-activated MAPK cascade	Gene Ontology	GO:0032872
                    	cellular response to amino acid starvation	Gene Ontology	GO:0034198
                    	Fas signaling pathway	Gene Ontology	GO:0036337
                    	regulation of cell population proliferation	Gene Ontology	GO:0042127
                    	sarcolemma	Gene Ontology	GO:0042383
                    	identical protein binding	Gene Ontology	GO:0042802
                    	regulation of apoptotic process	Gene Ontology	GO:0042981
                    	neuron projection	Gene Ontology	GO:0043005
                    	neuronal cell body	Gene Ontology	GO:0043025
                    	T cell homeostasis	Gene Ontology	GO:0043029
                    	positive regulation of apoptotic process	Gene Ontology	GO:0043065
                    	negative regulation of apoptotic process	Gene Ontology	GO:0043066
                    	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	Gene Ontology	GO:0043280
                    	positive regulation of neuron apoptotic process	Gene Ontology	GO:0043525
                    	protein-containing complex binding	Gene Ontology	GO:0044877
                    	negative thymic T cell selection	Gene Ontology	GO:0045060
                    	membrane raft	Gene Ontology	GO:0045121
                    	regulation of lymphocyte differentiation	Gene Ontology	GO:0045619
                    	regulation of myeloid cell differentiation	Gene Ontology	GO:0045637
                    	perinuclear region of cytoplasm	Gene Ontology	GO:0048471
                    	spleen development	Gene Ontology	GO:0048536
                    	negative regulation of B cell activation	Gene Ontology	GO:0050869
                    	response to glucocorticoid	Gene Ontology	GO:0051384
                    	neuron apoptotic process	Gene Ontology	GO:0051402
                    	lymphocyte apoptotic process	Gene Ontology	GO:0070227
                    	cellular response to lithium ion	Gene Ontology	GO:0071285
                    	cellular response to hyperoxia	Gene Ontology	GO:0071455
                    	positive regulation of release of cytochrome c from mitochondria	Gene Ontology	GO:0090200
                    	motor neuron apoptotic process	Gene Ontology	GO:0097049
                    	apoptotic signaling pathway	Gene Ontology	GO:0097190
                    	extrinsic apoptotic signaling pathway	Gene Ontology	GO:0097191
                    	extrinsic apoptotic signaling pathway in absence of ligand	Gene Ontology	GO:0097192
                    	hepatocyte apoptotic process	Gene Ontology	GO:0097284
                    	apical dendrite	Gene Ontology	GO:0097440
                    	necroptotic signaling pathway	Gene Ontology	GO:0097527
                    	negative regulation of Schwann cell migration	Gene Ontology	GO:1900148
                    	positive regulation of apoptotic signaling pathway	Gene Ontology	GO:2001235
                    	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	Gene Ontology	GO:2001269
GOslim:             	extracellular region	Gene Ontology Slim	GO:0005576
                    	extracellular space	Gene Ontology Slim	GO:0005615
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	plasma membrane	Gene Ontology Slim	GO:0005886
                    	signal transduction	Gene Ontology Slim	GO:0007165
////
Query:              	ENSMUSG00000026987
Gene:               	mmu:407823	Baz2b, 5830435C13Rik, BC053917, D2Ertd794e
Entrez Gene ID:      	407823
GO:                 	molecular_function	Gene Ontology	GO:0003674
                    	cellular_component	Gene Ontology	GO:0005575
                    	biological_process	Gene Ontology	GO:0008150
////
Query:              	ENSMUSG00000097445
////
Query:              	ENSMUSG00000102383
////
Query:              	ENSMUSG00000038784
Gene:               	mmu:53621	Cnot4, Not4, Not4h, Not4hp
Entrez Gene ID:      	53621
Pathway:            	Transcriptional Regulation by TP53	Reactome	R-MMU-3700989
                    	RNA degradation	KEGG PATHWAY	mmu03018
                    	Deadenylation-dependent mRNA decay	Reactome	R-MMU-429914
                    	Gene expression (Transcription)	Reactome	R-MMU-74160
                    	TP53 Regulates Transcription of Cell Cycle Genes	Reactome	R-MMU-6791312
                    	Generic Transcription Pathway	Reactome	R-MMU-212436
                    	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	Reactome	R-MMU-6804115
                    	RNA Polymerase II Transcription	Reactome	R-MMU-73857
                    	Metabolism of RNA	Reactome	R-MMU-8953854
                    	Deadenylation of mRNA	Reactome	R-MMU-429947
GO:                 	nucleic acid binding	Gene Ontology	GO:0003676
                    	RNA binding	Gene Ontology	GO:0003723
                    	ubiquitin-protein transferase activity	Gene Ontology	GO:0004842
                    	nucleus	Gene Ontology	GO:0005634
                    	cytoplasm	Gene Ontology	GO:0005737
                    	ubiquitin-dependent protein catabolic process	Gene Ontology	GO:0006511
                    	protein ubiquitination	Gene Ontology	GO:0016567
                    	transferase activity	Gene Ontology	GO:0016740
                    	CCR4-NOT complex	Gene Ontology	GO:0030014
                    	regulation of megakaryocyte differentiation	Gene Ontology	GO:0045652
                    	metal ion binding	Gene Ontology	GO:0046872
                    	protein autoubiquitination	Gene Ontology	GO:0051865
GOslim:             	RNA binding	Gene Ontology Slim	GO:0003723
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000043822
Gene:               	mmu:66548	Adamtsl5, 2010109H09Rik, Thsd6
Entrez Gene ID:      	66548
Pathway:            	O-linked glycosylation	Reactome	R-MMU-5173105
                    	Metabolism of proteins	Reactome	R-MMU-392499
                    	Post-translational protein modification	Reactome	R-MMU-597592
                    	O-glycosylation of TSR domain-containing proteins	Reactome	R-MMU-5173214
GO:                 	microfibril	Gene Ontology	GO:0001527
                    	metalloendopeptidase activity	Gene Ontology	GO:0004222
                    	extracellular region	Gene Ontology	GO:0005576
                    	heparin binding	Gene Ontology	GO:0008201
                    	extracellular matrix organization	Gene Ontology	GO:0030198
                    	extracellular matrix	Gene Ontology	GO:0031012
                    	collagen-containing extracellular matrix	Gene Ontology	GO:0062023
////
Query:              	ENSMUSG00000035329
Gene:               	mmu:70611	Fbxo33, 5730501N20Rik, AI642135
Entrez Gene ID:      	70611
GO:                 	molecular_function	Gene Ontology	GO:0003674
                    	cellular_component	Gene Ontology	GO:0005575
                    	biological_process	Gene Ontology	GO:0008150
                    	SCF ubiquitin ligase complex	Gene Ontology	GO:0019005
                    	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	Gene Ontology	GO:0031146
////
Query:              	ENSMUSG00000117446
////
Query:              	ENSMUSG00000097287
////
Query:              	ENSMUSG00000029135
Gene:               	mmu:14284	Fosl2, Fra-2
Entrez Gene ID:      	14284
Pathway:            	Osteoclast differentiation	KEGG PATHWAY	mmu04380
GO:                 	transcription regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000976
                    	RNA polymerase II transcription regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000977
                    	RNA polymerase II cis-regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000978
                    	DNA-binding transcription factor activity, RNA polymerase II-specific	Gene Ontology	GO:0000981
                    	DNA-binding transcription activator activity, RNA polymerase II-specific	Gene Ontology	GO:0001228
                    	response to hypoxia	Gene Ontology	GO:0001666
                    	keratinocyte development	Gene Ontology	GO:0003334
                    	DNA binding	Gene Ontology	GO:0003677
                    	chromatin binding	Gene Ontology	GO:0003682
                    	double-stranded DNA binding	Gene Ontology	GO:0003690
                    	DNA-binding transcription factor activity	Gene Ontology	GO:0003700
                    	nucleus	Gene Ontology	GO:0005634
                    	nucleoplasm	Gene Ontology	GO:0005654
                    	regulation of transcription, DNA-templated	Gene Ontology	GO:0006355
                    	regulation of transcription by RNA polymerase II	Gene Ontology	GO:0006357
                    	transcription by RNA polymerase II	Gene Ontology	GO:0006366
                    	response to estradiol	Gene Ontology	GO:0032355
                    	sequence-specific DNA binding	Gene Ontology	GO:0043565
                    	positive regulation of transcription, DNA-templated	Gene Ontology	GO:0045893
                    	positive regulation of transcription by RNA polymerase II	Gene Ontology	GO:0045944
                    	positive regulation of fibroblast proliferation	Gene Ontology	GO:0048146
GOslim:             	DNA binding	Gene Ontology Slim	GO:0003677
                    	DNA-binding transcription factor activity	Gene Ontology Slim	GO:0003700
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nucleoplasm	Gene Ontology Slim	GO:0005654
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000050721
Gene:               	mmu:102595	Plekho2, AI840980, Plekhq1
Entrez Gene ID:      	102595
Pathway:            	Immune System	Reactome	R-MMU-168256
                    	Innate Immune System	Reactome	R-MMU-168249
                    	Neutrophil degranulation	Reactome	R-MMU-6798695
GO:                 	molecular_function	Gene Ontology	GO:0003674
                    	cellular_component	Gene Ontology	GO:0005575
                    	macrophage apoptotic process	Gene Ontology	GO:0071888
////
Query:              	ENSMUSG00000032204
Gene:               	mmu:64008	Aqp9, 1700020I22Rik, AI266899, AQP-9
Entrez Gene ID:      	64008
Pathway:            	Bile secretion	KEGG PATHWAY	mmu04976
                    	Aquaporin-mediated transport	Reactome	R-MMU-445717
                    	Passive transport by Aquaporins	Reactome	R-MMU-432047
                    	Transport of glycerol from adipocytes to the liver by Aquaporins	Reactome	R-MMU-432030
                    	Transport of small molecules	Reactome	R-MMU-382551
GO:                 	purine nucleobase transmembrane transporter activity	Gene Ontology	GO:0005345
                    	pyrimidine nucleobase transmembrane transporter activity	Gene Ontology	GO:0005350
                    	plasma membrane	Gene Ontology	GO:0005886
                    	integral component of plasma membrane	Gene Ontology	GO:0005887
                    	water transport	Gene Ontology	GO:0006833
                    	purine nucleobase transport	Gene Ontology	GO:0006863
                    	response to organic substance	Gene Ontology	GO:0010033
                    	urea transmembrane transporter activity	Gene Ontology	GO:0015204
                    	water channel activity	Gene Ontology	GO:0015250
                    	glycerol channel activity	Gene Ontology	GO:0015254
                    	urea channel activity	Gene Ontology	GO:0015265
                    	channel activity	Gene Ontology	GO:0015267
                    	canalicular bile acid transport	Gene Ontology	GO:0015722
                    	polyol transport	Gene Ontology	GO:0015791
                    	glycerol transport	Gene Ontology	GO:0015793
                    	amine transport	Gene Ontology	GO:0015837
                    	pyrimidine nucleobase transport	Gene Ontology	GO:0015855
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
                    	basolateral plasma membrane	Gene Ontology	GO:0016323
                    	intracellular membrane-bounded organelle	Gene Ontology	GO:0043231
                    	response to mercury ion	Gene Ontology	GO:0046689
                    	transmembrane transport	Gene Ontology	GO:0055085
                    	urea transmembrane transport	Gene Ontology	GO:0071918
GOslim:             	plasma membrane	Gene Ontology Slim	GO:0005886
                    	transport	Gene Ontology Slim	GO:0006810
                    	transmembrane transport	Gene Ontology Slim	GO:0055085
////
Query:              	ENSMUSG00000035863
Gene:               	mmu:18483	Palm
Entrez Gene ID:      	18483
GO:                 	nucleoplasm	Gene Ontology	GO:0005654
                    	cytoplasm	Gene Ontology	GO:0005737
                    	plasma membrane	Gene Ontology	GO:0005886
                    	cytoskeleton organization	Gene Ontology	GO:0007010
                    	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	Gene Ontology	GO:0007193
                    	negative regulation of adenylate cyclase activity	Gene Ontology	GO:0007194
                    	protein localization	Gene Ontology	GO:0008104
                    	regulation of cell shape	Gene Ontology	GO:0008360
                    	postsynaptic density	Gene Ontology	GO:0014069
                    	membrane	Gene Ontology	GO:0016020
                    	basolateral plasma membrane	Gene Ontology	GO:0016323
                    	apicolateral plasma membrane	Gene Ontology	GO:0016327
                    	cell junction	Gene Ontology	GO:0030054
                    	filopodium	Gene Ontology	GO:0030175
                    	axon	Gene Ontology	GO:0030424
                    	filopodium membrane	Gene Ontology	GO:0031527
                    	D3 dopamine receptor binding	Gene Ontology	GO:0031750
                    	dendrite membrane	Gene Ontology	GO:0032590
                    	dendritic spine membrane	Gene Ontology	GO:0032591
                    	cell projection	Gene Ontology	GO:0042995
                    	neuron spine	Gene Ontology	GO:0044309
                    	synapse	Gene Ontology	GO:0045202
                    	positive regulation of filopodium assembly	Gene Ontology	GO:0051491
                    	synapse maturation	Gene Ontology	GO:0060074
                    	negative regulation of dopamine receptor signaling pathway	Gene Ontology	GO:0060160
                    	positive regulation of dendritic spine development	Gene Ontology	GO:0060999
                    	cellular response to electrical stimulus	Gene Ontology	GO:0071257
                    	protein localization to plasma membrane	Gene Ontology	GO:0072659
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nucleoplasm	Gene Ontology Slim	GO:0005654
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	plasma membrane	Gene Ontology Slim	GO:0005886
                    	cytoskeleton organization	Gene Ontology Slim	GO:0007010
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000043372
Gene:               	mmu:71059	Hexim2, 4933402L21Rik
Entrez Gene ID:      	71059
GO:                 	negative regulation of transcription by RNA polymerase II	Gene Ontology	GO:0000122
                    	cyclin-dependent protein serine/threonine kinase inhibitor activity	Gene Ontology	GO:0004861
                    	nucleus	Gene Ontology	GO:0005634
                    	nucleoplasm	Gene Ontology	GO:0005654
                    	cytoplasm	Gene Ontology	GO:0005737
                    	cytosol	Gene Ontology	GO:0005829
                    	nuclear speck	Gene Ontology	GO:0016607
                    	snRNA binding	Gene Ontology	GO:0017069
                    	identical protein binding	Gene Ontology	GO:0042802
                    	negative regulation of cyclin-dependent protein serine/threonine kinase activity	Gene Ontology	GO:0045736
                    	negative regulation of transcription, DNA-templated	Gene Ontology	GO:0045892
                    	7SK snRNA binding	Gene Ontology	GO:0097322
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nucleoplasm	Gene Ontology Slim	GO:0005654
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000094796
Gene:               	mmu:625360	
Entrez Gene ID:      	625360
////
Query:              	ENSMUSG00000026070
Gene:               	mmu:16182	Il18r1, Il18ralpha, Il1rrp
Entrez Gene ID:      	16182
Pathway:            	Cytokine-cytokine receptor interaction	KEGG PATHWAY	mmu04060
                    	Viral protein interaction with cytokine and cytokine receptor	KEGG PATHWAY	mmu04061
